Id,Количество отправленных сообщений за период,Количество получаемых сообщений за период,Соотношение Полученных/Отправленных,Количество адресатов в отправляемых сообщениях,Количество сообщений с адресатами в поле «скрытая копия»,Количество сообщений с адресатами в поле «копия»,"Количество сообщений, прочитанных позднее времени получения",Среднее время ответа на сообщение.,"Количество сообщений, на которые произведен ответ",Количество дней между датой получения и датой прочтения сообщения,Количество символов текста в исходящих сообщениях,"Количество сообщений, отправленных вне рамок рабочего дня","Количество сообщений, отправленных без подписи",res
2250,1.0,6.0,6.0,4,0,0,0,1,0.0,0,114,0.0,4.0,True
2251,7.0,3.0,0.4285714285714285,9,0,0,1,2,2.0,0,242,0.0,0.0,False
2252,5.0,13.0,2.6,14,0,3,0,0,4.0,0,345,2.0,0.0,False
2253,8.0,4.0,0.5,2,0,1,4,3,3.0,1,295,0.0,0.0,False
2254,3.0,58.0,19.33333333333333,4,0,2,0,1,1.0,1,158,0.0,29.0,True
2255,3.0,7.0,2.333333333333333,1,0,1,0,2,0.0,2,165,0.0,4.0,True
2256,3.0,28.0,9.333333333333334,13,3,0,0,0,2.0,1,272,2.0,6.0,False
2257,1.0,4.0,4.0,3,0,2,0,2,1.0,2,155,1.0,1.0,False
2258,15.0,0.0,0.0,9,0,1,0,0,0.0,0,485,0.0,0.0,False
2259,1.0,20.0,20.0,1,0,0,0,0,0.0,1,84,0.0,14.0,True
2260,7.0,5.0,0.7142857142857143,3,0,1,7,0,0.0,0,114,0.0,3.0,True
2261,6.0,5.0,0.8333333333333334,3,0,0,4,4,3.0,1,207,0.0,0.0,False
2262,4.0,12.0,3.0,3,0,1,1,4,3.0,0,188,1.0,1.0,False
2263,1.0,1.0,1.0,10,0,0,0,1,1.0,1,206,0.0,0.0,False
2264,40.0,7.0,0.175,7,0,1,4,2,4.0,0,173,1.0,0.0,False
2265,2.0,2.0,1.0,1,1,0,0,0,0.0,1,186,0.0,1.0,True
2266,8.0,72.0,9.0,3,0,0,3,5,4.0,1,137,5.0,6.0,False
2267,20.0,20.0,1.0,7,0,0,2,1,13.0,1,389,3.0,0.0,False
2268,2.0,18.0,9.0,3,0,0,0,0,0.0,0,93,0.0,12.0,True
2269,11.0,17.0,1.5454545454545454,3,0,1,5,5,6.0,0,141,2.0,1.0,False
2270,16.0,31.0,1.9375,14,0,0,9,3,10.0,1,220,2.0,4.0,False
2271,15.0,48.0,3.2,12,0,4,2,3,11.0,0,339,5.0,3.0,False
2272,17.0,48.0,2.823529411764706,6,0,1,3,1,10.0,1,318,3.0,1.0,False
2273,8.0,7.0,0.875,13,0,2,0,0,6.0,0,214,1.0,0.0,False
2274,13.0,50.0,3.8461538461538463,12,0,1,7,3,7.0,1,201,9.0,10.0,False
2275,36.0,6.0,0.1666666666666666,9,0,0,4,3,4.0,0,250,1.0,0.0,False
2276,7.0,24.0,3.4285714285714284,2,0,0,4,3,4.0,0,142,2.0,2.0,False
2277,1.0,14.0,14.0,1,0,0,0,2,0.0,1,92,0.0,10.0,True
2278,6.0,19.0,3.1666666666666665,7,1,0,5,2,3.0,1,197,3.0,4.0,False
2279,4.0,4.0,1.0,13,0,0,0,2,3.0,0,283,0.0,1.0,False
2280,5.0,18.0,3.6,7,0,0,0,0,4.0,0,362,3.0,1.0,False
2281,3.0,1.0,0.3333333333333333,14,0,3,0,0,1.0,0,259,0.0,0.0,False
2282,6.0,125.0,20.83333333333333,13,0,2,6,0,3.0,1,287,21.0,30.0,False
2283,55.0,15.0,0.2727272727272727,12,0,0,5,4,9.0,0,291,1.0,1.0,False
2284,1.0,13.0,13.0,0,0,0,0,2,0.0,1,184,0.0,7.0,True
2285,17.0,16.0,0.9411764705882352,8,0,0,1,1,10.0,0,174,2.0,0.0,False
2286,12.0,4.0,0.3333333333333333,9,0,0,3,1,3.0,1,340,0.0,0.0,False
2287,5.0,6.0,1.2,6,0,0,4,0,3.0,0,268,0.0,1.0,False
2288,11.0,121.0,11.0,13,0,2,6,2,7.0,1,340,15.0,20.0,False
2289,20.0,21.0,1.05,12,0,4,2,4,14.0,0,277,3.0,1.0,False
2290,60.0,50.0,0.8333333333333334,12,0,0,0,0,37.0,0,330,5.0,3.0,False
2292,19.0,15.0,0.7894736842105263,5,0,0,1,4,12.0,0,280,2.0,1.0,False
2293,7.0,14.0,2.0,6,1,2,3,1,4.0,0,302,2.0,0.0,False
2294,2.0,13.0,6.5,10,0,6,0,0,1.0,0,249,2.0,2.0,False
2295,4.0,44.0,11.0,3,0,0,0,2,0.0,1,186,0.0,26.0,True
2296,2.0,3.0,1.5,2,0,0,0,0,1.0,1,370,1.0,0.0,False
2297,3.0,11.0,3.6666666666666665,1,0,1,0,1,1.0,1,141,0.0,7.0,True
2298,4.0,41.0,10.25,9,0,1,0,2,2.0,0,355,2.0,7.0,False
2299,2.0,3.0,1.5,5,0,0,1,3,1.0,0,147,0.0,0.0,False
2301,21.0,8.0,0.3809523809523809,3,0,0,2,2,4.0,0,310,0.0,0.0,False
2302,8.0,16.0,2.0,12,0,1,7,3,5.0,1,180,2.0,3.0,False
2303,23.0,20.0,0.8695652173913043,6,0,0,3,3,12.0,1,284,1.0,3.0,False
2304,4.0,3.0,0.75,13,0,5,0,0,2.0,0,241,0.0,1.0,False
2305,3.0,31.0,10.333333333333334,3,0,0,2,1,2.0,0,126,3.0,2.0,False
2306,3.0,2.0,0.6666666666666666,0,0,0,0,1,0.0,0,97,0.0,1.0,True
2307,26.0,70.0,2.6923076923076925,6,0,0,2,2,16.0,0,273,8.0,12.0,False
2308,19.0,0.0,0.0,8,0,0,3,1,0.0,1,186,0.0,0.0,False
2309,11.0,33.0,3.0,7,0,0,2,3,10.0,0,456,5.0,1.0,False
2310,20.0,89.0,4.45,3,0,0,2,1,10.0,1,208,8.0,9.0,False
2311,32.0,39.0,1.21875,3,0,1,2,4,21.0,0,185,2.0,0.0,False
2312,13.0,34.0,2.6153846153846154,14,0,0,0,0,9.0,0,429,5.0,2.0,False
2313,2.0,40.0,20.0,10,3,0,0,0,2.0,0,327,6.0,1.0,False
2314,2.0,6.0,3.0,4,1,0,0,0,0.0,0,178,0.0,4.0,True
2315,12.0,13.0,1.0833333333333333,9,0,0,8,2,6.0,1,215,2.0,3.0,False
2316,8.0,2.0,0.25,3,0,0,2,4,1.0,0,194,0.0,0.0,False
2317,14.0,33.0,2.357142857142857,3,0,0,2,6,9.0,1,237,2.0,3.0,False
2318,9.0,27.0,3.0,13,1,0,5,3,6.0,0,294,0.0,7.0,False
2319,7.0,12.0,1.7142857142857142,13,0,4,6,1,4.0,1,155,0.0,1.0,False
2320,3.0,21.0,7.0,3,0,1,1,3,2.0,0,190,1.0,2.0,False
2321,7.0,16.0,2.2857142857142856,4,0,0,7,5,0.0,0,136,0.0,11.0,True
2322,9.0,34.0,3.7777777777777777,8,0,2,6,3,5.0,0,391,0.0,8.0,False
2323,6.0,14.0,2.333333333333333,5,0,1,1,1,4.0,0,365,2.0,1.0,False
2324,5.0,71.0,14.2,8,0,0,5,2,3.0,0,271,12.0,12.0,False
2325,18.0,7.0,0.3888888888888889,11,0,0,7,5,4.0,0,340,1.0,1.0,False
2326,1.0,24.0,24.0,6,0,0,0,1,1.0,0,108,2.0,2.0,False
2328,10.0,6.0,0.6,4,1,0,2,0,4.0,1,198,1.0,0.0,False
2329,6.0,94.0,15.666666666666666,12,0,3,1,2,5.0,0,383,18.0,4.0,False
2330,18.0,3.0,0.1666666666666666,8,0,1,4,1,2.0,2,360,0.0,0.0,False
2332,4.0,33.0,8.25,9,0,1,1,1,3.0,0,336,4.0,1.0,False
2333,14.0,4.0,0.2857142857142857,14,0,0,1,2,3.0,0,469,0.0,0.0,False
2334,12.0,75.0,6.25,7,0,0,1,2,7.0,1,334,10.0,1.0,False
2335,14.0,24.0,1.7142857142857142,5,0,0,5,3,8.0,0,356,1.0,3.0,False
2336,12.0,79.0,6.583333333333333,8,0,2,5,3,8.0,2,211,7.0,10.0,False
2337,3.0,4.0,1.3333333333333333,5,0,1,1,3,2.0,1,160,0.0,0.0,False
2338,52.0,27.0,0.5192307692307693,18,0,5,2,4,21.0,0,340,5.0,1.0,False
2340,37.0,47.0,1.2702702702702702,7,0,0,3,4,19.0,1,181,5.0,0.0,False
2341,11.0,33.0,3.0,7,0,2,9,1,7.0,0,337,9.0,6.0,False
2342,4.0,30.0,7.5,3,0,0,0,2,2.0,0,182,0.0,17.0,True
2343,54.0,40.0,0.7407407407407407,5,0,0,5,2,22.0,1,192,4.0,0.0,False
2345,6.0,5.0,0.8333333333333334,8,0,0,1,3,4.0,0,258,1.0,0.0,False
2346,6.0,1.0,0.1666666666666666,1,0,1,0,2,0.0,2,65,0.0,1.0,True
2347,15.0,0.0,0.0,1,0,0,9,9,0.0,1,92,0.0,0.0,True
2348,4.0,38.0,9.5,6,0,1,0,2,2.0,1,237,7.0,4.0,False
2351,15.0,7.0,0.4666666666666667,1,0,1,9,9,1.0,1,57,0.0,4.0,True
2352,4.0,5.0,1.25,3,0,0,3,2,2.0,0,199,1.0,0.0,False
2353,5.0,30.0,6.0,7,0,0,3,1,3.0,0,280,2.0,3.0,False
2355,11.0,4.0,0.3636363636363636,5,0,1,3,5,2.0,0,263,0.0,0.0,False
2356,10.0,20.0,2.0,10,0,1,7,1,6.0,1,254,1.0,3.0,False
2357,17.0,70.0,4.117647058823529,9,0,0,6,5,12.0,2,350,7.0,8.0,False
2358,6.0,34.0,5.666666666666667,14,0,0,1,3,5.0,1,335,4.0,0.0,False
2359,34.0,1.0,0.0294117647058823,7,0,0,1,6,1.0,1,458,0.0,0.0,False
2360,3.0,1.0,0.3333333333333333,3,0,1,0,2,0.0,2,124,0.0,1.0,True
2361,14.0,34.0,2.4285714285714284,3,0,1,3,1,9.0,0,292,2.0,1.0,False
2362,1.0,3.0,3.0,2,1,1,0,0,1.0,1,297,0.0,0.0,False
2363,6.0,0.0,0.0,7,1,0,3,4,0.0,1,260,0.0,0.0,False
2364,3.0,48.0,16.0,0,0,0,0,2,0.0,1,184,1.0,24.0,True
2365,1.0,1.0,1.0,0,0,0,0,0,1.0,0,196,0.0,0.0,False
2366,9.0,14.0,1.5555555555555556,14,0,0,9,1,6.0,0,231,2.0,3.0,False
2367,17.0,74.0,4.352941176470588,6,0,0,4,1,10.0,1,322,7.0,3.0,False
2368,22.0,72.0,3.272727272727273,7,0,0,5,5,15.0,0,211,5.0,6.0,False
2369,8.0,0.0,0.0,3,0,1,1,1,0.0,2,167,0.0,0.0,False
2370,35.0,87.0,2.4857142857142858,7,0,0,1,2,19.0,0,270,8.0,4.0,False
2371,21.0,14.0,0.6666666666666666,10,0,0,8,5,9.0,1,290,0.0,2.0,False
2372,37.0,20.0,0.5405405405405406,6,0,2,4,2,11.0,0,360,1.0,0.0,False
2373,3.0,1.0,0.3333333333333333,5,0,0,1,0,1.0,0,301,0.0,0.0,False
2374,32.0,18.0,0.5625,9,0,0,9,4,10.0,0,327,2.0,4.0,False
2375,52.0,9.0,0.173076923076923,8,0,3,0,0,7.0,0,348,1.0,1.0,False
2376,6.0,38.0,6.333333333333333,13,0,0,6,3,3.0,0,346,5.0,6.0,False
2377,14.0,3.0,0.2142857142857142,4,0,1,1,2,2.0,0,249,0.0,0.0,False
2378,2.0,25.0,12.5,13,0,2,0,2,1.0,0,172,0.0,5.0,False
2379,11.0,16.0,1.4545454545454546,13,1,0,1,2,9.0,0,369,2.0,0.0,False
2380,3.0,59.0,19.666666666666668,12,0,0,0,0,2.0,1,393,7.0,12.0,False
2381,7.0,7.0,1.0,2,0,1,5,4,4.0,0,144,0.0,1.0,False
2382,43.0,20.0,0.4651162790697674,9,0,2,4,2,12.0,0,300,3.0,0.0,False
2383,11.0,23.0,2.090909090909091,10,0,1,1,3,9.0,0,454,3.0,1.0,False
2384,1.0,20.0,20.0,3,0,1,0,0,1.0,1,152,2.0,2.0,False
2386,15.0,8.0,0.5333333333333333,6,0,0,2,6,5.0,1,163,1.0,1.0,False
2387,3.0,47.0,15.666666666666666,0,0,0,0,2,0.0,0,135,0.0,24.0,True
2388,7.0,4.0,0.5714285714285714,6,0,0,0,0,3.0,0,306,1.0,0.0,False
2389,11.0,32.0,2.909090909090909,8,0,0,1,2,9.0,0,295,4.0,0.0,False
2391,8.0,16.0,2.0,2,0,0,8,9,4.0,0,160,0.0,10.0,True
2392,21.0,18.0,0.8571428571428571,4,0,2,2,6,11.0,1,271,2.0,2.0,False
2393,8.0,17.0,2.125,4,0,0,5,3,5.0,0,290,2.0,2.0,False
2394,9.0,35.0,3.888888888888889,11,0,2,8,2,5.0,0,183,0.0,6.0,False
2395,9.0,15.0,1.6666666666666667,6,0,2,5,4,6.0,1,184,2.0,1.0,False
2396,18.0,4.0,0.2222222222222222,5,0,3,3,1,2.0,0,168,1.0,0.0,False
2397,10.0,30.0,3.0,12,0,0,6,3,7.0,2,380,0.0,3.0,False
2398,5.0,7.0,1.4,11,0,2,2,3,4.0,1,329,1.0,0.0,False
2399,44.0,24.0,0.5454545454545454,13,0,0,0,0,19.0,0,220,3.0,1.0,False
2400,5.0,23.0,4.6,10,0,0,0,0,4.0,0,355,4.0,1.0,False
2401,5.0,37.0,7.4,5,0,1,1,0,3.0,1,267,5.0,0.0,False
2402,2.0,30.0,15.0,5,0,0,0,2,1.0,0,298,2.0,7.0,False
2403,9.0,12.0,1.3333333333333333,7,0,0,4,1,6.0,1,239,1.0,0.0,False
2404,40.0,11.0,0.275,13,0,4,1,5,10.0,0,462,2.0,0.0,False
2405,4.0,11.0,2.75,2,0,0,3,1,2.0,1,173,1.0,1.0,False
2406,2.0,1.0,0.5,1,1,0,0,0,0.0,1,144,0.0,1.0,True
2407,10.0,15.0,1.5,13,4,0,6,3,6.0,1,250,0.0,2.0,False
2408,5.0,12.0,2.4,6,0,1,2,5,3.0,1,285,1.0,1.0,False
2409,3.0,2.0,0.6666666666666666,13,0,2,0,0,1.0,1,219,0.0,0.0,False
2410,43.0,48.0,1.1162790697674418,9,0,2,5,5,23.0,0,270,2.0,12.0,False
2411,7.0,1.0,0.1428571428571428,8,0,0,1,0,1.0,0,182,0.0,0.0,False
2412,7.0,4.0,0.5714285714285714,1,0,1,7,7,0.0,1,56,0.0,3.0,True
2413,41.0,2.0,0.048780487804878,3,0,1,5,5,1.0,0,106,0.0,0.0,False
2414,24.0,1.0,0.0416666666666666,11,0,1,0,0,1.0,1,372,0.0,0.0,False
2415,11.0,3.0,0.2727272727272727,3,0,0,3,0,2.0,0,283,0.0,0.0,False
2416,8.0,0.0,0.0,4,0,0,8,6,0.0,0,60,0.0,0.0,True
2417,9.0,3.0,0.3333333333333333,8,0,0,2,0,2.0,1,192,0.0,0.0,False
2418,8.0,2.0,0.25,7,0,1,1,1,1.0,1,224,0.0,0.0,False
2419,2.0,33.0,16.5,7,0,0,0,0,1.0,0,172,2.0,3.0,False
2420,10.0,2.0,0.2,4,0,1,4,5,1.0,1,115,0.0,0.0,False
2422,8.0,15.0,1.875,3,0,1,4,4,5.0,1,142,1.0,1.0,False
2423,3.0,37.0,12.333333333333334,4,0,1,0,0,2.0,0,185,4.0,2.0,False
2424,1.0,5.0,5.0,2,0,0,0,0,0.0,2,197,0.0,3.0,True
2427,20.0,9.0,0.45,5,1,0,2,1,5.0,0,176,1.0,0.0,False
2428,7.0,15.0,2.142857142857143,5,0,0,2,1,4.0,0,201,1.0,0.0,False
2429,25.0,31.0,1.24,7,0,0,3,1,13.0,1,306,4.0,1.0,False
2430,5.0,22.0,4.4,3,0,1,4,0,3.0,0,322,1.0,1.0,False
2431,10.0,19.0,1.9,12,0,3,8,3,7.0,1,230,0.0,2.0,False
2432,2.0,1.0,0.5,11,0,3,1,0,1.0,0,436,0.0,0.0,False
2433,6.0,47.0,7.833333333333333,7,2,0,5,2,3.0,1,285,1.0,9.0,False
2434,6.0,36.0,6.0,3,0,0,0,2,2.0,1,178,0.0,24.0,True
2435,42.0,11.0,0.2619047619047619,14,4,1,0,0,8.0,1,244,1.0,0.0,False
2436,2.0,7.0,3.5,3,0,1,0,0,1.0,1,360,0.0,0.0,False
2438,1.0,7.0,7.0,5,0,2,0,0,1.0,2,346,1.0,0.0,False
2439,4.0,92.0,23.0,7,0,1,1,4,3.0,1,156,5.0,9.0,False
2440,4.0,78.0,19.5,8,0,1,1,1,4.0,0,499,14.0,4.0,False
2441,6.0,9.0,1.5,4,0,1,5,5,3.0,1,170,0.0,1.0,False
2442,8.0,15.0,1.875,1,0,1,8,2,0.0,1,169,0.0,9.0,True
2443,7.0,22.0,3.142857142857143,11,0,0,0,0,5.0,0,477,3.0,2.0,False
2444,2.0,12.0,6.0,1,0,1,1,5,1.0,0,299,1.0,1.0,False
2445,14.0,37.0,2.642857142857143,1,0,0,10,8,1.0,0,183,0.0,20.0,True
2446,19.0,7.0,0.3684210526315789,10,0,3,7,3,4.0,2,347,1.0,1.0,False
2447,6.0,35.0,5.833333333333333,1,0,1,0,2,1.0,0,85,0.0,18.0,True
2448,1.0,4.0,4.0,0,0,0,0,2,0.0,1,144,0.0,2.0,True
2449,1.0,4.0,4.0,0,0,0,0,0,1.0,1,357,0.0,0.0,False
2450,11.0,43.0,3.909090909090909,12,0,0,1,3,9.0,0,489,8.0,2.0,False
2451,13.0,1.0,0.0769230769230769,9,0,3,2,1,1.0,0,345,0.0,0.0,False
2453,3.0,26.0,8.666666666666666,5,1,2,2,0,2.0,0,323,2.0,0.0,False
2454,28.0,32.0,1.1428571428571428,10,0,1,2,3,25.0,0,292,5.0,0.0,False
2455,5.0,37.0,7.4,2,0,1,0,2,1.0,1,160,0.0,25.0,True
2456,12.0,34.0,2.833333333333333,6,0,1,1,2,6.0,0,331,4.0,5.0,False
2457,4.0,8.0,2.0,14,0,3,0,0,2.0,1,223,1.0,1.0,False
2458,8.0,114.0,14.25,5,0,0,1,1,5.0,2,334,16.0,1.0,False
2459,3.0,16.0,5.333333333333333,1,0,1,1,2,2.0,1,282,2.0,2.0,False
2460,23.0,45.0,1.9565217391304348,9,0,0,3,1,12.0,0,340,3.0,3.0,False
2461,6.0,26.0,4.333333333333333,5,1,0,3,3,4.0,1,209,1.0,2.0,False
2462,32.0,34.0,1.0625,10,0,0,6,4,17.0,0,234,6.0,7.0,False
2463,20.0,26.0,1.3,5,0,0,4,6,11.0,0,283,2.0,2.0,False
2464,11.0,29.0,2.636363636363636,5,0,2,4,1,7.0,1,233,4.0,1.0,False
2465,6.0,6.0,1.0,9,0,5,5,2,3.0,0,363,1.0,1.0,False
2466,7.0,81.0,11.571428571428571,4,0,0,2,4,4.0,0,117,9.0,7.0,False
2467,23.0,17.0,0.7391304347826086,4,0,0,4,1,11.0,1,243,2.0,0.0,False
2468,2.0,20.0,10.0,3,1,0,1,0,1.0,2,222,2.0,0.0,False
2469,8.0,21.0,2.625,7,0,3,6,2,6.0,0,218,3.0,4.0,False
2471,2.0,28.0,14.0,3,0,1,0,0,0.0,0,160,0.0,17.0,True
2472,2.0,30.0,15.0,7,0,2,0,0,1.0,0,337,4.0,3.0,False
2473,43.0,35.0,0.813953488372093,7,0,0,4,2,20.0,1,203,2.0,3.0,False
2475,2.0,14.0,7.0,13,0,1,1,2,2.0,0,278,2.0,0.0,False
2476,5.0,16.0,3.2,1,0,1,0,2,1.0,1,172,0.0,9.0,True
2477,6.0,14.0,2.333333333333333,4,0,2,4,1,4.0,1,347,2.0,0.0,False
2478,3.0,39.0,13.0,3,0,1,1,1,2.0,0,122,3.0,3.0,False
2480,8.0,55.0,6.875,7,0,1,2,4,5.0,0,241,4.0,5.0,False
2481,22.0,61.0,2.772727272727273,12,0,1,8,3,15.0,1,187,1.0,9.0,False
2482,7.0,34.0,4.857142857142857,2,0,2,7,6,0.0,0,116,0.0,18.0,True
2483,2.0,4.0,2.0,6,1,0,0,2,1.0,0,358,0.0,1.0,False
2484,2.0,46.0,23.0,7,0,2,1,0,1.0,1,265,4.0,4.0,False
2485,19.0,4.0,0.2105263157894736,4,2,0,1,1,2.0,0,371,0.0,0.0,False
2486,50.0,19.0,0.38,16,0,2,0,0,15.0,0,269,2.0,0.0,False
2487,2.0,39.0,19.5,8,0,0,0,0,1.0,1,255,4.0,4.0,False
2488,19.0,8.0,0.4210526315789473,2,1,0,5,5,4.0,0,138,0.0,1.0,False
2489,5.0,15.0,3.0,4,2,0,0,2,2.0,1,145,0.0,9.0,True
2490,14.0,41.0,2.9285714285714284,11,0,0,6,2,9.0,1,289,1.0,5.0,False
2491,12.0,17.0,1.4166666666666667,6,0,2,7,3,7.0,1,165,2.0,2.0,False
2492,11.0,28.0,2.5454545454545454,7,0,1,1,4,8.0,0,361,5.0,1.0,False
2493,6.0,19.0,3.1666666666666665,9,0,0,1,0,4.0,1,331,3.0,1.0,False
2494,6.0,0.0,0.0,5,0,1,6,1,0.0,1,358,0.0,0.0,False
2496,4.0,0.0,0.0,14,0,2,0,0,0.0,1,217,0.0,0.0,False
2497,19.0,21.0,1.105263157894737,9,0,1,1,2,11.0,0,379,1.0,0.0,False
2498,3.0,7.0,2.333333333333333,11,0,3,1,2,2.0,1,435,1.0,0.0,False
2499,24.0,0.0,0.0,8,0,4,0,0,0.0,0,221,0.0,0.0,False
2500,2.0,16.0,8.0,14,0,2,0,2,1.0,0,204,3.0,4.0,False
2502,32.0,27.0,0.84375,4,0,1,2,3,16.0,1,282,3.0,1.0,False
2503,8.0,19.0,2.375,2,1,0,8,8,0.0,0,160,0.0,10.0,True
2504,18.0,34.0,1.8888888888888888,8,0,0,1,2,14.0,0,247,4.0,0.0,False
2505,3.0,25.0,8.333333333333334,1,0,0,0,1,0.0,1,148,0.0,17.0,True
2506,6.0,1.0,0.1666666666666666,2,0,0,0,2,0.0,0,186,0.0,1.0,True
2507,2.0,17.0,8.5,2,0,1,0,0,1.0,0,195,1.0,2.0,False
2508,8.0,56.0,7.0,4,0,0,7,1,4.0,1,74,0.0,37.0,True
2509,20.0,5.0,0.25,9,0,0,9,3,3.0,1,360,0.0,1.0,False
2510,1.0,19.0,19.0,3,0,0,0,1,0.0,2,162,0.0,13.0,True
2511,7.0,33.0,4.714285714285714,9,0,1,7,2,4.0,1,288,5.0,5.0,False
2512,5.0,4.0,0.8,2,0,1,0,2,1.0,0,192,0.0,3.0,True
2513,10.0,2.0,0.2,9,0,0,3,1,1.0,1,368,0.0,0.0,False
2514,25.0,3.0,0.12,12,0,3,5,6,2.0,2,269,0.0,0.0,False
2515,4.0,15.0,3.75,6,0,1,3,4,2.0,0,291,2.0,1.0,False
2516,7.0,79.0,11.285714285714286,7,0,2,1,3,5.0,0,499,10.0,2.0,False
2517,23.0,53.0,2.3043478260869565,8,0,3,2,3,17.0,0,361,7.0,2.0,False
2518,3.0,10.0,3.333333333333333,6,0,0,1,0,2.0,0,457,1.0,1.0,False
2519,9.0,5.0,0.5555555555555556,13,4,0,2,0,4.0,0,266,1.0,0.0,False
2521,4.0,18.0,4.5,5,0,2,0,0,3.0,1,199,2.0,1.0,False
2522,45.0,2.0,0.0444444444444444,10,0,3,0,0,2.0,0,226,0.0,0.0,False
2523,4.0,6.0,1.5,8,3,1,1,1,2.0,0,236,1.0,0.0,False
2524,9.0,3.0,0.3333333333333333,7,0,3,5,4,2.0,0,258,0.0,0.0,False
2525,8.0,0.0,0.0,10,0,3,7,3,0.0,1,230,0.0,0.0,False
2526,7.0,52.0,7.428571428571429,6,0,2,4,0,5.0,0,363,6.0,1.0,False
2527,11.0,15.0,1.3636363636363635,2,0,0,9,4,0.0,1,68,0.0,8.0,True
2528,18.0,17.0,0.9444444444444444,5,0,1,5,5,11.0,1,273,1.0,1.0,False
2529,14.0,48.0,3.4285714285714284,5,0,0,1,4,11.0,0,365,9.0,1.0,False
2530,4.0,26.0,6.5,1,0,1,3,3,3.0,0,197,2.0,2.0,False
2531,4.0,58.0,14.5,10,0,0,0,2,2.0,0,247,12.0,9.0,False
2532,26.0,5.0,0.1923076923076923,10,0,0,2,6,4.0,0,390,1.0,0.0,False
2533,19.0,4.0,0.2105263157894736,5,0,3,2,1,2.0,0,349,1.0,0.0,False
2534,5.0,6.0,1.2,1,1,1,0,2,0.0,2,170,0.0,3.0,True
2536,1.0,13.0,13.0,6,0,0,0,0,1.0,0,255,1.0,1.0,False
2537,15.0,9.0,0.6,4,1,2,3,1,5.0,0,396,1.0,0.0,False
2538,1.0,15.0,15.0,3,1,1,0,0,0.0,0,89,0.0,10.0,True
2539,7.0,13.0,1.8571428571428568,9,0,3,3,0,4.0,1,397,2.0,0.0,False
2540,4.0,0.0,0.0,12,0,0,1,1,0.0,1,433,0.0,0.0,False
2541,3.0,49.0,16.333333333333332,8,0,3,1,0,2.0,0,219,6.0,3.0,False
2542,19.0,46.0,2.421052631578948,5,0,2,2,2,12.0,2,322,6.0,1.0,False
2543,4.0,36.0,9.0,2,0,1,0,1,1.0,1,99,0.0,21.0,True
2544,26.0,20.0,0.7692307692307693,9,0,0,6,5,11.0,1,170,3.0,3.0,False
2546,11.0,47.0,4.2727272727272725,3,0,1,9,9,3.0,1,116,0.0,31.0,True
2547,6.0,10.0,1.6666666666666667,1,0,0,0,2,2.0,1,142,0.0,7.0,True
2548,14.0,47.0,3.357142857142857,12,0,4,2,4,11.0,0,230,8.0,2.0,False
2549,13.0,26.0,2.0,4,0,1,1,1,8.0,0,232,3.0,1.0,False
2550,6.0,27.0,4.5,2,0,1,5,0,4.0,0,233,2.0,2.0,False
2551,7.0,0.0,0.0,7,0,0,7,3,0.0,2,375,0.0,0.0,False
2553,6.0,0.0,0.0,7,0,2,4,1,0.0,1,309,0.0,0.0,False
2554,5.0,29.0,5.8,6,0,0,5,2,3.0,1,252,7.0,5.0,False
2555,15.0,1.0,0.0666666666666666,10,0,0,8,3,1.0,1,282,0.0,0.0,False
2557,48.0,31.0,0.6458333333333334,12,0,2,2,4,22.0,0,369,6.0,1.0,False
2558,9.0,31.0,3.4444444444444446,6,0,0,3,0,5.0,1,159,2.0,0.0,False
2559,10.0,42.0,4.2,8,0,3,0,0,8.0,0,434,5.0,3.0,False
2560,6.0,36.0,6.0,1,0,0,0,2,0.0,0,158,0.0,24.0,True
2562,2.0,43.0,21.5,0,0,0,0,0,0.0,1,78,1.0,23.0,True
2563,19.0,18.0,0.9473684210526316,8,0,1,2,1,9.0,2,305,2.0,1.0,False
2564,2.0,26.0,13.0,3,0,0,0,0,1.0,0,311,1.0,5.0,False
2565,9.0,2.0,0.2222222222222222,6,0,0,1,0,1.0,1,276,0.0,0.0,False
2566,10.0,16.0,1.6,7,0,1,4,1,7.0,2,199,2.0,0.0,False
2567,12.0,2.0,0.1666666666666666,6,0,2,5,5,1.0,0,101,0.0,0.0,False
2568,7.0,11.0,1.5714285714285714,6,0,2,5,4,4.0,1,246,1.0,1.0,False
2569,1.0,20.0,20.0,3,0,1,0,0,0.0,0,85,0.0,10.0,True
2570,1.0,1.0,1.0,2,0,0,0,1,1.0,2,164,0.0,0.0,False
2571,9.0,1.0,0.1111111111111111,9,0,3,1,0,1.0,1,391,0.0,0.0,False
2572,3.0,40.0,13.333333333333334,1,0,1,2,2,2.0,1,210,3.0,3.0,False
2573,5.0,8.0,1.6,7,0,0,5,1,3.0,1,165,1.0,2.0,False
2574,7.0,44.0,6.285714285714286,6,0,0,5,3,4.0,0,251,2.0,10.0,False
2575,2.0,34.0,17.0,1,0,1,0,0,2.0,1,152,0.0,17.0,True
2576,1.0,3.0,3.0,4,0,0,0,0,0.0,2,143,0.0,2.0,True
2577,27.0,7.0,0.2592592592592592,11,0,2,0,0,5.0,0,259,1.0,1.0,False
2578,12.0,7.0,0.5833333333333334,9,0,3,2,1,4.0,1,348,1.0,0.0,False
2580,26.0,28.0,1.0769230769230769,5,0,2,3,1,15.0,0,217,3.0,3.0,False
