,Количество отправленных сообщений за период,Количество получаемых сообщений за период,Соотношение Полученных/Отправленных,Количество адресатов в отправляемых сообщениях,Количество сообщений с адресатами в поле «скрытая копия»,Количество сообщений с адресатами в поле «копия»,"Количество сообщений, прочитанных позднее времени получения",Среднее время ответа на сообщение.,"Количество сообщений, на которые произведен ответ",Количество дней между датой получения и датой прочтения сообщения,Количество символов текста в исходящих сообщениях,"Количество сообщений, отправленных вне рамок рабочего дня","Количество сообщений, отправленных без подписи",res
629,1.0,26.0,26.0,2,0,0,0,0,0.0,0,99,0.0,16.0,True
630,7.0,38.0,5.428571428571429,3,0,1,4,2,5.0,0,241,2.0,3.0,False
631,4.0,23.0,5.75,1,0,0,0,2,0.0,1,52,0.0,13.0,True
632,14.0,37.0,2.642857142857143,7,0,0,2,6,9.0,1,261,4.0,3.0,False
633,2.0,2.0,1.0,2,0,0,1,3,1.0,1,143,0.0,0.0,False
634,6.0,33.0,5.5,1,0,0,0,2,0.0,0,198,0.0,20.0,True
635,5.0,40.0,8.0,10,0,1,0,0,4.0,1,444,6.0,0.0,False
636,26.0,44.0,1.6923076923076923,12,0,3,6,6,18.0,1,313,1.0,9.0,False
637,7.0,0.0,0.0,3,1,1,7,2,0.0,1,111,0.0,0.0,True
638,4.0,112.0,28.0,7,0,2,2,0,2.0,1,274,10.0,1.0,False
639,9.0,44.0,4.888888888888889,7,0,0,2,3,7.0,0,386,7.0,2.0,False
640,4.0,33.0,8.25,4,0,1,0,1,0.0,1,104,0.0,18.0,True
642,20.0,25.0,1.25,13,0,0,1,3,15.0,0,225,5.0,1.0,False
643,15.0,1.0,0.06666666666666667,8,0,0,1,1,1.0,0,320,0.0,0.0,False
644,14.0,13.0,0.9285714285714286,13,0,0,1,4,11.0,0,426,2.0,0.0,False
645,13.0,64.0,4.923076923076923,12,0,0,8,3,7.0,1,187,14.0,8.0,False
647,4.0,37.0,9.25,2,0,0,0,2,2.0,0,88,0.0,24.0,True
649,11.0,68.0,6.181818181818182,10,0,2,8,1,6.0,1,248,6.0,16.0,False
650,7.0,5.0,0.7142857142857143,7,3,1,6,0,3.0,0,392,1.0,1.0,False
651,8.0,17.0,2.125,7,0,0,3,1,5.0,1,158,2.0,0.0,False
653,27.0,8.0,0.2962962962962963,13,0,0,2,3,7.0,0,401,1.0,0.0,False
654,15.0,51.0,3.4,2,0,0,5,5,9.0,0,130,6.0,5.0,False
656,30.0,60.0,2.0,9,0,0,2,2,17.0,0,300,8.0,2.0,False
657,1.0,0.0,0.0,0,0,0,0,0,0.0,0,149,0.0,0.0,True
658,25.0,4.0,0.16,7,0,1,3,7,2.0,0,116,0.0,0.0,False
660,31.0,75.0,2.4193548387096775,6,1,0,2,3,18.0,1,181,6.0,2.0,False
661,26.0,128.0,4.923076923076923,7,0,2,5,6,13.0,1,101,11.0,11.0,False
662,1.0,17.0,17.0,0,0,0,0,1,0.0,0,89,0.0,10.0,True
663,10.0,3.0,0.3,7,0,2,4,5,2.0,1,174,0.0,0.0,False
664,6.0,30.0,5.0,6,0,0,4,4,3.0,0,268,3.0,2.0,False
665,13.0,13.0,1.0,3,0,0,7,9,3.0,1,103,0.0,8.0,True
666,19.0,3.0,0.15789473684210525,3,0,1,4,1,2.0,0,376,0.0,0.0,False
667,56.0,68.0,1.2142857142857142,18,0,0,3,5,50.0,0,479,9.0,1.0,False
668,5.0,120.0,24.0,2,0,0,0,2,1.0,1,66,0.0,74.0,True
669,5.0,29.0,5.8,3,0,1,0,2,1.0,2,67,0.0,16.0,True
670,25.0,73.0,2.92,5,0,0,4,1,14.0,0,290,6.0,6.0,False
671,9.0,14.0,1.5555555555555556,9,0,1,6,1,5.0,1,277,0.0,2.0,False
672,6.0,69.0,11.5,4,0,0,0,2,4.0,0,161,0.0,39.0,True
673,1.0,15.0,15.0,3,0,0,0,2,0.0,1,194,0.0,10.0,True
674,8.0,8.0,1.0,3,0,0,7,9,0.0,0,78,0.0,4.0,True
675,30.0,40.0,1.3333333333333333,7,0,1,2,7,17.0,0,297,5.0,4.0,False
676,17.0,16.0,0.9411764705882353,5,1,0,2,2,9.0,2,299,1.0,0.0,False
677,7.0,20.0,2.857142857142857,12,0,2,6,0,4.0,1,370,1.0,3.0,False
678,13.0,66.0,5.076923076923077,1,0,0,8,8,3.0,2,128,0.0,35.0,True
679,29.0,53.0,1.8275862068965518,5,0,1,4,6,20.0,0,268,3.0,5.0,False
680,21.0,50.0,2.380952380952381,6,0,0,5,3,14.0,0,386,3.0,9.0,False
681,17.0,43.0,2.5294117647058822,7,0,1,3,5,9.0,1,284,4.0,3.0,False
682,12.0,18.0,1.5,7,0,0,2,1,6.0,1,290,2.0,1.0,False
683,7.0,15.0,2.142857142857143,7,0,2,5,3,4.0,0,265,2.0,1.0,False
684,15.0,0.0,0.0,3,1,0,9,8,0.0,1,189,0.0,0.0,True
685,35.0,22.0,0.6285714285714286,5,0,2,2,2,15.0,0,180,2.0,1.0,False
687,42.0,66.0,1.5714285714285714,3,0,0,5,5,26.0,1,110,8.0,5.0,False
688,15.0,63.0,4.2,3,0,2,1,2,9.0,0,387,5.0,6.0,False
690,5.0,0.0,0.0,5,0,2,2,3,0.0,0,301,0.0,0.0,False
691,6.0,30.0,5.0,11,0,4,5,0,4.0,1,152,0.0,7.0,False
692,3.0,15.0,5.0,13,0,3,0,1,2.0,1,325,1.0,3.0,False
693,14.0,32.0,2.2857142857142856,6,0,2,4,5,8.0,1,131,2.0,3.0,False
694,24.0,19.0,0.7916666666666666,13,0,4,1,3,16.0,0,245,3.0,1.0,False
695,26.0,2.0,0.07692307692307693,6,0,0,1,3,1.0,1,365,0.0,0.0,False
696,41.0,16.0,0.3902439024390244,10,0,0,0,0,13.0,0,332,2.0,1.0,False
697,33.0,30.0,0.9090909090909091,2,1,1,5,6,18.0,0,287,2.0,3.0,False
698,21.0,5.0,0.23809523809523808,9,0,0,4,1,3.0,0,256,1.0,0.0,False
699,4.0,50.0,12.5,11,0,0,0,1,3.0,0,371,1.0,10.0,False
700,3.0,2.0,0.6666666666666666,5,2,0,2,1,1.0,0,266,0.0,0.0,False
701,42.0,0.0,0.0,12,0,3,2,4,0.0,0,262,0.0,0.0,False
702,99.0,14.0,0.1414141414141414,31,0,11,1,11,11.0,0,310,1.0,0.0,False
703,7.0,11.0,1.5714285714285714,5,0,2,5,3,4.0,0,309,2.0,2.0,False
704,8.0,33.0,4.125,13,0,3,2,3,7.0,0,398,4.0,1.0,False
705,11.0,90.0,8.181818181818182,5,0,2,1,3,10.0,0,332,13.0,10.0,False
706,1.0,6.0,6.0,11,0,0,0,1,1.0,0,186,0.0,1.0,False
707,4.0,66.0,16.5,3,0,0,0,2,0.0,0,189,0.0,39.0,True
708,8.0,2.0,0.25,7,0,2,8,1,1.0,1,205,0.0,0.0,False
711,2.0,25.0,12.5,4,0,0,0,2,1.0,0,286,0.0,5.0,False
712,25.0,8.0,0.32,9,0,0,1,1,5.0,1,229,1.0,0.0,False
713,5.0,95.0,19.0,4,0,0,0,2,0.0,1,137,0.0,57.0,True
715,27.0,53.0,1.962962962962963,5,0,2,2,5,18.0,0,183,4.0,5.0,False
716,23.0,65.0,2.8260869565217392,14,0,6,7,3,13.0,1,341,3.0,10.0,False
717,33.0,8.0,0.24242424242424243,6,0,0,1,2,4.0,0,326,1.0,1.0,False
718,4.0,43.0,10.75,3,0,0,0,2,0.0,1,164,0.0,22.0,True
719,19.0,52.0,2.736842105263158,7,0,0,9,5,13.0,1,398,1.0,7.0,False
720,13.0,22.0,1.6923076923076923,8,0,2,3,2,7.0,1,326,3.0,1.0,False
722,12.0,3.0,0.25,9,0,2,8,3,2.0,0,311,0.0,0.0,False
723,30.0,176.0,5.866666666666666,14,0,0,8,7,18.0,0,154,15.0,39.0,False
724,17.0,10.0,0.5882352941176471,10,0,3,9,3,7.0,1,372,0.0,2.0,False
725,12.0,22.0,1.8333333333333333,1,0,1,7,8,0.0,0,82,0.0,14.0,True
726,30.0,46.0,1.5333333333333334,14,0,0,8,5,19.0,0,318,14.0,7.0,False
728,5.0,7.0,1.4,4,1,2,0,2,2.0,1,69,0.0,5.0,True
729,12.0,41.0,3.4166666666666665,3,1,0,7,8,6.0,0,173,0.0,26.0,True
730,18.0,103.0,5.722222222222222,2,0,1,3,6,10.0,1,183,8.0,8.0,False
731,11.0,15.0,1.3636363636363635,14,4,0,9,1,7.0,0,391,0.0,2.0,False
732,11.0,4.0,0.36363636363636365,2,0,0,8,6,0.0,1,57,0.0,3.0,True
733,7.0,30.0,4.285714285714286,3,1,0,2,4,4.0,2,172,2.0,2.0,False
734,3.0,31.0,10.333333333333334,4,0,0,0,1,2.0,0,303,1.0,3.0,False
735,3.0,26.0,8.666666666666666,8,0,3,1,1,2.0,0,226,3.0,2.0,False
737,43.0,68.0,1.5813953488372092,13,0,1,0,0,38.0,0,419,11.0,2.0,False
738,20.0,73.0,3.65,6,0,0,5,4,11.0,0,175,11.0,10.0,False
739,19.0,34.0,1.7894736842105263,12,0,2,9,4,12.0,0,378,2.0,8.0,False
741,34.0,57.0,1.6764705882352942,6,0,0,3,2,20.0,1,153,3.0,2.0,False
742,12.0,10.0,0.8333333333333334,12,0,1,5,3,5.0,1,380,1.0,2.0,False
743,29.0,81.0,2.793103448275862,7,0,0,9,5,16.0,0,252,2.0,19.0,False
744,17.0,73.0,4.294117647058823,2,0,2,3,6,9.0,0,144,6.0,6.0,False
745,8.0,18.0,2.25,9,0,0,1,1,4.0,1,359,2.0,1.0,False
0,4.0,27.0,6.75,4,0,1,0,1,2.0,1,330,3.0,6.0,False
2,11.0,0.0,0.0,5,0,0,9,1,0.0,0,371,0.0,0.0,False
3,3.0,68.0,22.666666666666668,2,0,0,0,1,0.0,2,65,0.0,40.0,True
4,11.0,16.0,1.4545454545454546,13,2,5,1,3,9.0,0,273,2.0,0.0,False
5,39.0,25.0,0.6410256410256411,10,0,3,2,4,21.0,0,280,3.0,0.0,False
6,18.0,4.0,0.2222222222222222,11,0,0,1,3,3.0,0,377,1.0,0.0,False
7,1.0,25.0,25.0,2,0,1,0,1,0.0,1,99,0.0,15.0,True
8,12.0,45.0,3.75,4,0,0,3,4,7.0,1,234,2.0,3.0,False
9,1.0,1.0,1.0,14,0,0,0,0,1.0,0,307,0.0,0.0,False
10,18.0,0.0,0.0,6,0,0,1,2,0.0,1,218,0.0,0.0,False
11,13.0,6.0,0.46153846153846156,6,0,1,3,6,4.0,1,230,1.0,0.0,False
12,1.0,2.0,2.0,3,0,1,0,2,0.0,0,85,0.0,1.0,True
13,3.0,10.0,3.3333333333333335,4,0,1,2,1,2.0,2,286,1.0,1.0,False
14,82.0,7.0,0.08536585365853659,14,0,6,4,8,5.0,0,407,1.0,0.0,False
15,13.0,27.0,2.076923076923077,2,0,1,4,5,7.0,1,246,2.0,2.0,False
16,13.0,8.0,0.6153846153846154,13,0,0,9,1,5.0,0,332,0.0,2.0,False
17,14.0,43.0,3.0714285714285716,9,0,0,1,2,9.0,0,228,4.0,2.0,False
18,1.0,15.0,15.0,4,0,0,0,0,0.0,1,150,0.0,8.0,True
19,15.0,9.0,0.6,11,0,3,1,2,7.0,0,215,2.0,0.0,False
20,19.0,3.0,0.15789473684210525,4,0,0,8,9,0.0,0,164,0.0,2.0,True
21,64.0,16.0,0.25,16,0,4,10,6,10.0,1,287,3.0,3.0,False
22,7.0,3.0,0.42857142857142855,6,0,1,5,1,2.0,1,232,0.0,0.0,False
24,38.0,11.0,0.2894736842105263,5,0,0,3,3,6.0,0,165,1.0,0.0,False
27,1.0,0.0,0.0,0,0,0,0,1,0.0,1,196,0.0,0.0,False
28,2.0,3.0,1.5,4,0,2,0,0,1.0,0,253,0.0,0.0,False
29,13.0,37.0,2.8461538461538463,6,1,0,3,2,7.0,0,174,5.0,1.0,False
30,1.0,19.0,19.0,5,0,1,0,1,1.0,2,168,1.0,1.0,False
31,1.0,35.0,35.0,2,0,0,0,0,1.0,1,126,4.0,3.0,False
32,17.0,28.0,1.6470588235294117,9,0,0,7,4,10.0,0,282,4.0,5.0,False
33,3.0,15.0,5.0,5,0,0,0,0,2.0,1,375,0.0,4.0,False
34,33.0,72.0,2.1818181818181817,3,0,0,2,3,23.0,0,324,7.0,7.0,False
35,2.0,67.0,33.5,0,0,0,0,2,0.0,0,113,0.0,39.0,True
36,140.0,7.0,0.05,27,0,0,1,19,6.0,0,484,1.0,0.0,False
37,2.0,53.0,26.5,3,0,1,0,0,0.0,1,89,0.0,33.0,True
38,5.0,22.0,4.4,3,0,1,5,1,3.0,1,176,1.0,2.0,False
39,11.0,24.0,2.1818181818181817,11,0,0,7,3,7.0,1,203,4.0,5.0,False
40,9.0,47.0,5.222222222222222,2,0,1,3,5,5.0,1,266,3.0,4.0,False
41,2.0,1.0,0.5,7,0,2,0,0,1.0,0,214,0.0,0.0,False
42,2.0,18.0,9.0,2,0,0,0,2,0.0,2,180,0.0,12.0,True
43,13.0,2.0,0.15384615384615385,6,0,2,7,3,1.0,1,393,0.0,0.0,False
45,13.0,51.0,3.923076923076923,5,0,1,1,1,7.0,0,354,5.0,8.0,False
46,31.0,17.0,0.5483870967741935,6,0,0,2,6,10.0,1,253,1.0,2.0,False
47,6.0,6.0,1.0,3,1,0,0,2,4.0,2,132,0.0,4.0,True
48,9.0,21.0,2.3333333333333335,11,0,0,2,2,7.0,0,473,4.0,1.0,False
49,17.0,14.0,0.8235294117647058,5,0,1,8,3,8.0,1,209,0.0,3.0,False
50,12.0,0.0,0.0,5,0,1,6,2,0.0,1,224,0.0,0.0,False
51,1.0,52.0,52.0,9,0,0,0,1,1.0,0,184,2.0,11.0,False
52,16.0,32.0,2.0,9,0,0,1,1,9.0,1,190,3.0,4.0,False
53,14.0,34.0,2.4285714285714284,6,0,1,2,2,10.0,0,280,5.0,3.0,False
55,14.0,13.0,0.9285714285714286,8,0,0,6,3,7.0,0,378,3.0,3.0,False
56,1.0,46.0,46.0,0,0,0,0,0,1.0,0,263,5.0,4.0,False
57,10.0,22.0,2.2,8,0,0,2,0,7.0,1,290,3.0,1.0,False
58,12.0,41.0,3.4166666666666665,13,0,4,6,2,6.0,1,247,7.0,4.0,False
60,2.0,24.0,12.0,6,0,3,0,0,2.0,0,308,3.0,1.0,False
61,18.0,5.0,0.2777777777777778,9,0,0,4,1,3.0,0,331,1.0,0.0,False
62,3.0,20.0,6.666666666666667,4,0,0,0,2,0.0,1,113,0.0,14.0,True
63,5.0,6.0,1.2,3,0,1,4,4,3.0,0,146,1.0,1.0,False
64,3.0,49.0,16.333333333333332,12,0,1,0,0,2.0,1,237,6.0,0.0,False
66,6.0,18.0,3.0,4,0,2,0,2,1.0,0,135,0.0,10.0,True
67,7.0,0.0,0.0,6,0,1,7,1,0.0,1,378,0.0,0.0,False
69,15.0,4.0,0.26666666666666666,7,0,0,2,6,3.0,1,233,0.0,0.0,False
70,19.0,2.0,0.10526315789473684,5,0,0,0,0,2.0,0,467,0.0,0.0,False
71,2.0,0.0,0.0,6,2,0,0,1,0.0,1,238,0.0,0.0,False
72,2.0,1.0,0.5,5,0,1,0,0,1.0,0,258,0.0,0.0,False
73,32.0,1.0,0.03125,8,0,3,1,6,1.0,0,445,0.0,0.0,False
74,12.0,35.0,2.9166666666666665,5,0,0,2,6,7.0,0,114,4.0,3.0,False
75,7.0,8.0,1.1428571428571428,9,2,0,4,0,5.0,0,256,1.0,0.0,False
76,1.0,8.0,8.0,4,0,0,0,2,0.0,0,73,0.0,5.0,True
77,16.0,13.0,0.8125,9,2,2,3,1,7.0,0,389,1.0,0.0,False
78,3.0,38.0,12.666666666666666,1,0,0,0,1,0.0,1,193,0.0,21.0,True
79,14.0,3.0,0.21428571428571427,7,0,1,8,2,2.0,0,357,1.0,0.0,False
80,106.0,19.0,0.1792452830188679,29,0,6,0,0,14.0,0,259,3.0,1.0,False
81,1.0,14.0,14.0,1,1,0,0,1,1.0,0,199,2.0,1.0,False
82,7.0,26.0,3.7142857142857144,14,0,4,6,0,4.0,1,243,7.0,6.0,False
83,1.0,25.0,25.0,6,0,1,0,0,1.0,0,299,3.0,0.0,False
84,1.0,0.0,0.0,6,0,0,0,2,0.0,2,206,0.0,0.0,False
85,2.0,17.0,8.5,2,0,0,0,0,2.0,0,211,2.0,0.0,False
86,2.0,17.0,8.5,3,0,1,0,0,0.0,1,113,0.0,9.0,True
87,19.0,11.0,0.5789473684210527,5,0,1,4,6,6.0,0,116,1.0,1.0,False
89,7.0,39.0,5.571428571428571,1,0,1,7,6,2.0,1,67,0.0,27.0,True
90,3.0,12.0,4.0,1,0,0,0,1,0.0,0,61,0.0,7.0,True
91,9.0,36.0,4.0,8,0,0,4,0,6.0,1,376,4.0,0.0,False
92,2.0,1.0,0.5,2,0,1,0,2,0.0,1,121,0.0,1.0,True
93,2.0,1.0,0.5,6,0,0,0,2,1.0,0,330,0.0,0.0,False
94,15.0,1.0,0.06666666666666667,9,0,5,4,1,1.0,0,225,0.0,0.0,False
95,14.0,2.0,0.14285714285714285,6,0,0,3,5,1.0,0,202,0.0,0.0,False
96,1.0,30.0,30.0,2,0,1,0,2,1.0,0,332,0.0,7.0,False
97,7.0,27.0,3.857142857142857,14,1,3,7,0,4.0,2,386,2.0,3.0,False
98,15.0,85.0,5.666666666666667,6,0,2,4,1,9.0,1,270,7.0,2.0,False
99,7.0,42.0,6.0,6,0,1,1,3,5.0,0,317,7.0,0.0,False
100,1.0,18.0,18.0,4,0,2,0,2,0.0,2,63,0.0,10.0,True
101,3.0,27.0,9.0,3,0,1,0,1,0.0,1,51,0.0,16.0,True
102,1.0,38.0,38.0,3,0,1,0,2,0.0,0,116,0.0,24.0,True
103,19.0,15.0,0.7894736842105263,2,0,0,2,5,8.0,0,118,2.0,1.0,False
104,16.0,15.0,0.9375,14,0,0,9,3,10.0,1,259,2.0,2.0,False
105,12.0,6.0,0.5,3,0,0,2,2,4.0,1,165,0.0,0.0,False
106,80.0,8.0,0.1,14,0,0,14,8,4.0,1,184,1.0,1.0,False
107,3.0,70.0,23.333333333333332,3,0,1,0,1,0.0,1,196,0.0,42.0,True
108,8.0,6.0,0.75,12,0,0,5,1,4.0,1,267,0.0,1.0,False
109,22.0,26.0,1.1818181818181819,5,0,1,2,1,14.0,2,208,3.0,0.0,False
110,12.0,32.0,2.6666666666666665,3,0,1,3,5,7.0,0,169,4.0,3.0,False
113,11.0,58.0,5.2727272727272725,2,0,2,2,5,6.0,0,172,4.0,4.0,False
114,9.0,25.0,2.7777777777777777,7,0,1,9,3,6.0,1,300,2.0,3.0,False
115,9.0,0.0,0.0,8,0,3,1,1,0.0,1,202,0.0,0.0,False
116,20.0,14.0,0.7,4,0,1,2,1,9.0,2,188,2.0,0.0,False
118,13.0,9.0,0.6923076923076923,4,0,2,2,2,5.0,1,215,1.0,0.0,False
119,6.0,3.0,0.5,11,0,0,5,1,2.0,2,165,0.0,0.0,False
120,2.0,20.0,10.0,3,0,1,0,0,0.0,0,145,0.0,12.0,True
121,6.0,2.0,0.3333333333333333,2,0,0,5,4,1.0,0,175,0.0,0.0,False
123,2.0,36.0,18.0,5,0,1,0,0,2.0,1,348,5.0,1.0,False
124,20.0,14.0,0.7,13,0,0,0,0,12.0,0,375,3.0,0.0,False
125,11.0,0.0,0.0,1,0,1,9,6,0.0,1,63,0.0,0.0,True
126,22.0,3.0,0.13636363636363635,6,0,2,1,2,2.0,1,339,0.0,0.0,False
127,1.0,2.0,2.0,11,0,3,0,2,1.0,1,349,0.0,0.0,False
128,24.0,23.0,0.9583333333333334,9,0,0,1,3,18.0,0,403,4.0,0.0,False
129,7.0,3.0,0.42857142857142855,4,0,0,4,2,2.0,1,109,0.0,0.0,False
130,1.0,4.0,4.0,2,0,0,0,0,1.0,1,223,0.0,0.0,False
131,2.0,48.0,24.0,1,0,1,0,2,0.0,1,128,0.0,26.0,True
132,23.0,36.0,1.565217391304348,9,0,1,7,4,14.0,0,177,1.0,8.0,False
134,2.0,5.0,2.5,5,0,0,0,0,1.0,0,162,0.0,0.0,False
135,11.0,27.0,2.4545454545454546,6,0,2,4,5,6.0,0,286,1.0,2.0,False
136,29.0,7.0,0.2413793103448276,9,0,3,0,0,6.0,0,293,1.0,0.0,False
137,3.0,29.0,9.666666666666666,2,0,1,0,1,0.0,0,121,0.0,19.0,True
138,10.0,4.0,0.4,3,0,1,4,0,2.0,1,308,0.0,0.0,False
139,2.0,21.0,10.5,12,0,3,0,2,1.0,1,232,1.0,4.0,False
140,5.0,31.0,6.2,2,0,0,0,2,0.0,0,148,0.0,20.0,True
141,1.0,14.0,14.0,3,0,0,0,1,0.0,1,118,0.0,8.0,True
143,11.0,38.0,3.4545454545454546,4,0,0,8,4,2.0,1,86,0.0,24.0,True
145,22.0,45.0,2.0454545454545454,8,0,3,7,5,13.0,0,370,0.0,11.0,False
147,5.0,26.0,5.2,7,0,1,2,2,3.0,1,290,2.0,2.0,False
148,5.0,26.0,5.2,12,0,4,0,0,4.0,0,428,4.0,0.0,False
149,17.0,17.0,1.0,6,0,0,2,6,12.0,0,163,2.0,1.0,False
150,9.0,77.0,8.555555555555555,6,0,2,2,1,7.0,1,277,13.0,3.0,False
151,7.0,10.0,1.4285714285714286,14,0,3,1,0,6.0,0,266,2.0,0.0,False
152,2.0,16.0,8.0,3,0,1,0,1,0.0,1,164,0.0,9.0,True
153,8.0,121.0,15.125,6,0,1,6,1,5.0,0,341,7.0,13.0,False
155,29.0,83.0,2.8620689655172415,9,0,0,0,0,21.0,0,242,10.0,4.0,False
156,12.0,3.0,0.25,6,0,2,4,4,2.0,0,259,0.0,0.0,False
157,1.0,6.0,6.0,4,0,0,0,1,0.0,0,114,0.0,4.0,True
159,7.0,3.0,0.42857142857142855,9,0,0,1,2,2.0,0,242,0.0,0.0,False
160,5.0,13.0,2.6,14,0,3,0,0,4.0,0,345,2.0,0.0,False
161,8.0,4.0,0.5,2,0,1,4,3,3.0,1,295,0.0,0.0,False
162,3.0,58.0,19.333333333333332,4,0,2,0,1,1.0,1,158,0.0,29.0,True
163,3.0,7.0,2.3333333333333335,1,0,1,0,2,0.0,2,165,0.0,4.0,True
164,3.0,28.0,9.333333333333334,13,3,0,0,0,2.0,1,272,2.0,6.0,False
165,1.0,4.0,4.0,3,0,2,0,2,1.0,2,155,1.0,1.0,False
166,15.0,0.0,0.0,9,0,1,0,0,0.0,0,485,0.0,0.0,False
167,1.0,20.0,20.0,1,0,0,0,0,0.0,1,84,0.0,14.0,True
168,7.0,5.0,0.7142857142857143,3,0,1,7,0,0.0,0,114,0.0,3.0,True
169,6.0,5.0,0.8333333333333334,3,0,0,4,4,3.0,1,207,0.0,0.0,False
170,4.0,12.0,3.0,3,0,1,1,4,3.0,0,188,1.0,1.0,False
171,1.0,1.0,1.0,10,0,0,0,1,1.0,1,206,0.0,0.0,False
172,40.0,7.0,0.175,7,0,1,4,2,4.0,0,173,1.0,0.0,False
173,2.0,2.0,1.0,1,1,0,0,0,0.0,1,186,0.0,1.0,True
174,8.0,72.0,9.0,3,0,0,3,5,4.0,1,137,5.0,6.0,False
175,20.0,20.0,1.0,7,0,0,2,1,13.0,1,389,3.0,0.0,False
176,2.0,18.0,9.0,3,0,0,0,0,0.0,0,93,0.0,12.0,True
177,11.0,17.0,1.5454545454545454,3,0,1,5,5,6.0,0,141,2.0,1.0,False
178,16.0,31.0,1.9375,14,0,0,9,3,10.0,1,220,2.0,4.0,False
179,15.0,48.0,3.2,12,0,4,2,3,11.0,0,339,5.0,3.0,False
180,17.0,48.0,2.823529411764706,6,0,1,3,1,10.0,1,318,3.0,1.0,False
181,8.0,7.0,0.875,13,0,2,0,0,6.0,0,214,1.0,0.0,False
182,13.0,50.0,3.8461538461538463,12,0,1,7,3,7.0,1,201,9.0,10.0,False
183,36.0,6.0,0.16666666666666666,9,0,0,4,3,4.0,0,250,1.0,0.0,False
184,7.0,24.0,3.4285714285714284,2,0,0,4,3,4.0,0,142,2.0,2.0,False
185,1.0,14.0,14.0,1,0,0,0,2,0.0,1,92,0.0,10.0,True
186,6.0,19.0,3.1666666666666665,7,1,0,5,2,3.0,1,197,3.0,4.0,False
187,4.0,4.0,1.0,13,0,0,0,2,3.0,0,283,0.0,1.0,False
188,5.0,18.0,3.6,7,0,0,0,0,4.0,0,362,3.0,1.0,False
189,3.0,1.0,0.3333333333333333,14,0,3,0,0,1.0,0,259,0.0,0.0,False
190,6.0,125.0,20.833333333333332,13,0,2,6,0,3.0,1,287,21.0,30.0,False
191,55.0,15.0,0.2727272727272727,12,0,0,5,4,9.0,0,291,1.0,1.0,False
192,1.0,13.0,13.0,0,0,0,0,2,0.0,1,184,0.0,7.0,True
193,17.0,16.0,0.9411764705882353,8,0,0,1,1,10.0,0,174,2.0,0.0,False
194,12.0,4.0,0.3333333333333333,9,0,0,3,1,3.0,1,340,0.0,0.0,False
196,5.0,6.0,1.2,6,0,0,4,0,3.0,0,268,0.0,1.0,False
197,11.0,121.0,11.0,13,0,2,6,2,7.0,1,340,15.0,20.0,False
198,20.0,21.0,1.05,12,0,4,2,4,14.0,0,277,3.0,1.0,False
199,60.0,50.0,0.8333333333333334,12,0,0,0,0,37.0,0,330,5.0,3.0,False
200,1.0,38.0,38.0,3,0,1,0,0,1.0,0,385,7.0,0.0,False
201,19.0,15.0,0.7894736842105263,5,0,0,1,4,12.0,0,280,2.0,1.0,False
203,7.0,14.0,2.0,6,1,2,3,1,4.0,0,302,2.0,0.0,False
204,2.0,13.0,6.5,10,0,6,0,0,1.0,0,249,2.0,2.0,False
207,4.0,44.0,11.0,3,0,0,0,2,0.0,1,186,0.0,26.0,True
208,2.0,3.0,1.5,2,0,0,0,0,1.0,1,370,1.0,0.0,False
209,3.0,11.0,3.6666666666666665,1,0,1,0,1,1.0,1,141,0.0,7.0,True
210,4.0,41.0,10.25,9,0,1,0,2,2.0,0,355,2.0,7.0,False
211,2.0,3.0,1.5,5,0,0,1,3,1.0,0,147,0.0,0.0,False
213,2.0,126.0,63.0,3,0,1,0,0,1.0,0,394,7.0,12.0,False
214,21.0,8.0,0.38095238095238093,3,0,0,2,2,4.0,0,310,0.0,0.0,False
215,8.0,16.0,2.0,12,0,1,7,3,5.0,1,180,2.0,3.0,False
216,23.0,20.0,0.8695652173913043,6,0,0,3,3,12.0,1,284,1.0,3.0,False
219,4.0,3.0,0.75,13,0,5,0,0,2.0,0,241,0.0,1.0,False
220,3.0,31.0,10.333333333333334,3,0,0,2,1,2.0,0,126,3.0,2.0,False
221,3.0,2.0,0.6666666666666666,0,0,0,0,1,0.0,0,97,0.0,1.0,True
223,26.0,70.0,2.6923076923076925,6,0,0,2,2,16.0,0,273,8.0,12.0,False
224,19.0,0.0,0.0,8,0,0,3,1,0.0,1,186,0.0,0.0,False
225,11.0,33.0,3.0,7,0,0,2,3,10.0,0,456,5.0,1.0,False
226,20.0,89.0,4.45,3,0,0,2,1,10.0,1,208,8.0,9.0,False
228,32.0,39.0,1.21875,3,0,1,2,4,21.0,0,185,2.0,0.0,False
229,13.0,34.0,2.6153846153846154,14,0,0,0,0,9.0,0,429,5.0,2.0,False
230,2.0,40.0,20.0,10,3,0,0,0,2.0,0,327,6.0,1.0,False
231,2.0,6.0,3.0,4,1,0,0,0,0.0,0,178,0.0,4.0,True
233,12.0,13.0,1.0833333333333333,9,0,0,8,2,6.0,1,215,2.0,3.0,False
234,8.0,2.0,0.25,3,0,0,2,4,1.0,0,194,0.0,0.0,False
235,14.0,33.0,2.357142857142857,3,0,0,2,6,9.0,1,237,2.0,3.0,False
237,9.0,27.0,3.0,13,1,0,5,3,6.0,0,294,0.0,7.0,False
239,7.0,12.0,1.7142857142857142,13,0,4,6,1,4.0,1,155,0.0,1.0,False
